fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7,0,0,8,0,37,278,0,3,0,12,7
7,0,0,8,0,37,289,0,3,0,12,7
7,0,0,1,0,31,70,0,3,0,9,6
8,0,0,2,0,32,59,0,3,0,12,6
6,0,0,1,0,40,64,0,3,0,9,5
8,0,0,4,0,3,9,0,3,0,11,7
7,0,0,1,0,18,30,0,3,0,11,6
11,0,0,1,0,22,41,0,3,0,9,7
11,0,0,1,0,22,41,0,3,0,9,7
10,0,0,1,0,42,74,0,2,0,11,8
7,0,0,2,0,8,19,0,3,0,11,6
7,0,0,2,0,10,16,0,3,0,11,6
9,0,0,2,0,11,31,0,3,0,12,7
6,0,0,5,0,9,17,0,3,0,10,6
6,0,0,5,0,9,17,0,3,0,10,6
8,0,0,1,0,5,18,0,3,0,9,5
8,0,0,2,0,23,36,0,3,0,12,6
7,0,0,2,0,14,25,0,3,0,12,6
7,0,0,2,0,14,25,0,3,0,12,6
8,0,0,2,0,16,25,0,3,0,12,6
6,0,0,2,0,13,49,0,3,0,12,5
9,0,0,2,0,10,24,0,3,0,11,7
8,0,0,3,0,4,13,0,3,0,9,5
10,0,0,2,0,27,66,0,3,0,10,6
8,0,0,1,0,6,14,0,3,0,10,6
5,0,0,2,0,23,55,0,3,0,12,7
7,0,0,1,0,6,35,0,3,0,11,6
5,0,0,4,0,29,80,0,3,0,13,6
7,0,0,2,0,15,21,0,3,0,11,6
7,0,0,2,0,15,21,0,3,0,11,6
7,0,0,2,0,15,21,0,3,0,11,6
7,0,0,2,0,14,24,0,3,0,13,6
5,0,0,2,0,7,15,0,3,0,12,5
7,0,0,2,0,8,17,0,3,0,13,8
6,0,0,1,0,27,33,0,3,0,12,6
8,0,0,1,0,13,27,0,3,0,11,7
6,0,0,2,0,26,52,0,3,0,11,6
10,0,0,2,0,28,89,0,3,0,10,5
9,0,0,1,0,5,10,0,3,0,10,6
7,0,0,1,0,18,38,0,3,0,13,7
7,0,0,5,0,10,18,0,3,0,11,7
8,0,0,1,0,6,15,0,3,0,11,7
8,0,0,1,0,22,50,0,3,0,11,6
10,0,0,2,0,6,13,0,3,0,11,6
7,0,0,3,0,29,94,0,3,0,9,5
8,0,0,2,0,16,86,0,3,0,9,6
7,0,0,1,0,33,79,0,3,0,9,6
8,0,0,2,0,24,71,0,3,0,11,6
6,0,0,2,0,6,12,0,3,0,11,6
7,0,0,1,0,16,20,0,3,0,10,6
7,0,0,2,0,35,70,0,3,0,10,5
8,0,0,2,0,31,51,0,3,0,10,6
7,0,0,1,0,6,21,0,3,0,9,6
10,0,0,6,0,6,14,0,3,0,11,7
7,0,0,2,0,9,21,0,3,0,11,6
10,0,0,2,0,6,11,0,3,0,12,6
6,0,0,2,0,16,70,0,3,0,12,6
8,0,0,2,0,9,38,0,3,0,9,5
9,0,0,2,0,17,38,0,3,0,11,6
8,0,0,2,0,9,38,0,3,0,9,5
8,0,0,1,0,45,88,0,3,0,11,7
5,0,0,2,0,16,101,0,3,0,12,7
8,0,0,2,0,12,19,0,3,0,11,7
9,0,0,1,0,10,21,0,3,0,10,5
8,0,0,2,0,29,48,0,3,0,12,7
6,0,0,2,0,8,44,0,3,0,12,6
7,0,0,2,0,5,14,0,3,0,11,6
9,0,0,1,0,5,12,0,3,0,10,6
9,0,0,2,0,5,16,0,3,0,12,6
7,0,0,1,0,26,65,0,3,0,9,6
7,0,0,1,0,26,65,0,3,0,9,6
6,0,0,2,0,48,59,0,3,0,11,6
6,0,0,5,0,23,47,0,3,0,11,4
5,0,0,2,0,17,78,0,3,0,11,5
8,0,0,2,0,11,47,0,3,0,11,6
9,0,0,1,0,5,11,0,3,0,11,5
6,0,0,1,0,16,61,0,3,0,9,5
6,0,0,2,0,11,119,0,3,0,10,5
6,0,0,2,0,11,119,0,3,0,10,5
8,0,0,1,0,5,19,0,3,0,9,4
9,0,0,4,0,6,20,0,3,0,12,6
6,0,0,2,0,6,12,0,3,0,10,5
7,0,0,2,0,11,41,0,3,0,12,7
7,0,0,1,0,15,64,0,3,0,9,6
6,0,0,1,0,21,56,0,3,0,9,6
7,0,0,1,0,4,9,0,3,0,9,6
7,0,0,2,0,19,77,0,3,0,10,6
7,0,0,2,0,23,94,0,3,0,9,6
7,0,0,1,0,4,9,0,3,0,9,6
7,0,0,1,0,5,10,0,3,0,11,7
8,0,0,1,0,6,12,0,3,0,11,8
9,0,0,5,0,33,76,0,3,0,9,5
7,0,0,2,0,24,44,0,3,0,11,7
7,0,0,2,0,24,44,0,3,0,11,7
9,0,0,1,0,24,52,0,3,0,10,5
7,0,0,2,0,24,44,0,3,0,11,7
6,0,0,2,0,14,24,0,3,0,11,7
6,0,0,2,0,8,15,0,3,0,10,6
6,0,0,2,0,8,15,0,3,0,10,6
10,0,0,1,0,6,9,0,3,0,10,6
7,0,0,2,0,10,79,0,3,0,9,6
9,0,0,1,0,25,50,0,3,0,10,6
10,0,0,1,0,17,44,0,3,0,11,6
10,0,0,1,0,17,44,0,3,0,11,6
12,0,0,2,0,8,20,0,3,0,10,6
9,0,0,2,0,18,77,0,3,0,9,5
7,0,0,4,0,27,46,0,3,0,9,5
9,0,0,2,0,8,21,0,3,0,9,5
5,0,0,1,0,18,88,0,3,0,13,7
7,0,0,2,0,19,66,0,3,0,9,5
7,0,0,2,0,15,58,0,3,0,11,6
7,0,0,2,0,48,90,0,3,0,10,5
7,0,0,2,0,19,66,0,3,0,9,5
7,0,0,2,0,11,18,0,3,0,12,6
7,0,0,1,0,7,17,0,3,0,9,6
7,0,0,2,0,11,18,0,3,0,12,6
8,0,0,2,0,12,24,0,3,0,9,4
6,0,0,4,0,11,20,0,3,0,11,4
7,0,0,1,0,36,60,0,3,0,9,5
8,0,0,2,0,10,86,0,3,0,9,5
7,0,0,1,0,15,34,0,3,0,10,5
7,0,0,1,0,15,48,0,3,0,10,5
7,0,0,2,0,24,37,0,3,0,10,6
7,0,0,2,0,27,60,0,3,0,9,5
7,0,0,1,0,6,14,0,3,0,9,5
7,0,0,1,0,6,13,0,3,0,9,5
7,0,0,1,0,20,35,0,3,0,10,5
7,0,0,1,0,43,60,0,3,0,9,5
7,0,0,4,0,12,69,0,3,0,11,6
6,0,0,2,0,15,33,0,3,0,11,6
8,0,0,1,0,19,56,0,3,1,9,5
6,1,0,2,0,17,24,0,3,0,11,4
9,0,0,2,0,34,66,0,3,0,9,5
8,0,0,1,0,26,51,0,3,0,11,6
7,0,0,2,0,16,36,0,3,0,10,6
7,0,0,2,0,16,36,0,3,0,10,6
10,0,0,2,0,13,19,0,3,0,11,6
6,0,0,2,0,21,51,0,3,0,9,6
5,0,0,1,0,26,60,0,3,0,14,6
7,0,0,1,0,24,64,0,3,0,11,6
5,0,0,1,0,25,44,0,3,0,11,5
7,0,0,2,0,34,44,0,3,0,9,5
7,0,0,2,0,17,36,0,3,0,11,6
8,0,0,2,0,13,81,0,3,0,9,6
8,0,0,6,0,3,10,0,3,0,12,4
7,0,0,1,0,3,10,0,3,0,9,6
8,0,0,2,0,13,81,0,3,0,9,6
9,0,0,1,0,3,9,0,3,0,11,7
7,0,0,1,0,28,54,0,3,0,10,6
7,0,0,1,0,28,54,0,3,0,10,6
7,0,0,2,0,9,22,0,3,0,10,6
8,0,0,2,0,17,69,0,3,0,10,6
7,0,0,2,0,18,36,0,3,0,10,5
11,0,0,1,0,20,47,0,3,0,10,5
7,0,0,4,0,20,110,0,3,1,10,5
7,0,0,4,0,20,110,0,3,1,10,5
7,0,0,1,0,6,12,0,3,0,11,5
8,0,0,2,0,25,60,0,3,0,10,6
5,0,0,2,0,14,28,0,3,0,12,6
6,0,0,4,0,51,77,0,3,0,9,5
7,0,0,2,0,15,29,0,3,0,12,6
5,0,0,1,0,11,18,0,3,0,12,6
7,1,0,2,0,5,9,0,3,0,10,3
5,0,0,2,0,15,28,0,3,0,12,6
6,0,0,2,0,20,57,0,3,0,11,6
9,0,0,2,0,4,15,0,3,0,11,6
7,0,0,2,0,21,68,0,3,0,9,5
7,0,0,1,0,24,88,0,3,0,9,5
9,0,0,2,0,22,91,0,3,0,10,5
7,0,0,1,0,27,63,0,3,0,9,5
6,0,0,3,0,12,27,0,3,0,12,6
8,1,0,1,0,14,41,0,3,0,10,5
7,0,0,2,0,17,91,0,3,0,9,6
5,0,0,1,0,16,46,0,4,0,12,6
9,0,0,1,0,18,64,0,2,1,9,6
5,0,0,1,0,16,46,0,4,0,12,6
9,0,0,1,0,9,18,0,3,0,11,5
6,0,0,1,0,18,34,0,3,0,10,6
6,0,0,1,0,18,34,0,3,0,10,6
6,0,0,1,0,18,34,0,3,0,10,6
6,0,0,1,0,18,34,0,3,0,10,6
6,0,0,1,0,13,38,0,3,0,9,5
7,0,0,2,0,17,91,0,3,0,9,6
7,0,0,2,0,17,91,0,3,0,9,6
7,0,0,3,0,31,67,0,3,0,9,5
8,0,0,1,0,6,25,0,3,0,9,6
9,0,0,2,0,12,48,0,3,0,9,5
7,0,0,2,0,4,11,0,3,0,10,5
6,0,0,2,0,19,40,0,3,0,12,6
6,0,0,1,0,15,26,0,3,0,9,5
6,0,0,1,0,15,26,0,3,0,9,5
6,0,0,1,0,15,26,0,3,0,9,5
7,0,0,1,0,13,31,0,3,0,10,6
7,0,0,1,0,13,31,0,3,0,10,6
7,0,0,1,0,13,31,0,3,0,10,6
7,0,0,1,0,13,31,0,3,0,10,6
11,0,0,2,0,8,20,0,3,0,11,5
8,0,0,2,0,10,28,0,3,0,10,6
6,0,0,2,0,5,13,0,3,0,11,5
7,0,0,1,0,7,12,0,3,0,9,5
7,0,0,2,0,8,46,0,3,0,11,6
7,0,0,1,0,14,57,0,3,0,10,5
6,0,0,1,0,5,32,0,3,0,10,5
6,0,0,1,0,4,28,0,3,0,10,5
7,0,0,2,0,27,67,0,3,0,11,6
7,0,0,5,0,52,98,0,3,0,9,5
11,0,0,1,0,6,28,0,3,0,10,6
8,0,0,2,0,13,54,0,3,0,10,5
11,0,0,1,0,6,28,0,3,0,10,6
7,0,0,1,0,10,31,0,3,0,11,6
7,0,0,1,0,10,45,0,3,0,9,5
6,0,0,2,0,9,105,0,3,1,10,6
8,0,0,2,0,16,74,0,3,0,9,6
8,0,0,1,0,12,66,0,3,1,9,5
7,0,0,3,0,5,14,0,3,1,11,6
8,0,0,1,0,12,66,0,3,1,9,5
8,0,0,1,0,7,31,0,3,0,10,5
7,0,0,2,0,10,28,0,3,0,9,6
7,0,0,2,0,11,35,0,3,0,10,6
7,0,0,2,0,11,35,0,3,0,10,6
8,0,0,2,0,25,105,0,3,0,9,5
8,0,0,2,0,25,105,0,3,0,9,5
7,0,0,1,0,20,84,0,3,0,9,5
8,0,0,3,0,34,85,0,3,0,9,5
7,0,0,1,0,8,23,0,3,0,9,5
6,0,0,6,0,7,49,0,3,0,10,5
6,0,0,2,0,15,33,0,3,0,12,6
8,0,0,2,0,5,33,0,3,0,11,5
7,0,0,1,0,5,12,0,3,0,9,5
8,0,0,2,0,19,59,0,3,0,10,5
8,0,0,1,0,3,12,0,3,0,9,6
8,0,0,1,0,4,11,0,3,0,9,5
7,0,0,2,0,17,104,0,3,0,9,5
7,0,0,2,0,10,24,0,3,0,11,6
7,0,0,2,0,33,141,0,3,0,9,5
7,0,0,2,0,6,24,0,3,0,11,6
7,0,0,1,0,3,13,0,3,1,10,8
8,0,0,2,0,12,46,0,3,0,10,6
8,0,0,5,0,8,22,0,3,0,10,6
6,0,0,2,0,40,54,0,3,0,10,6
8,0,0,2,0,35,53,0,3,1,12,7
6,0,0,2,0,40,54,0,3,0,10,6
6,0,0,1,0,5,16,0,3,0,11,6
6,0,0,2,0,8,19,0,3,0,10,6
8,0,0,5,0,8,22,0,3,0,10,6
9,0,0,2,0,12,89,0,3,0,10,5
10,0,0,2,0,3,15,0,3,0,9,5
6,0,0,1,0,8,18,0,3,0,9,5
10,0,0,2,0,3,15,0,3,0,9,5
7,0,0,2,0,21,37,0,3,0,12,7
7,0,0,1,0,3,19,0,3,0,9,5
7,0,0,2,0,32,133,0,3,0,9,5
7,0,0,1,0,3,19,0,3,0,9,5
7,0,0,1,0,24,58,0,3,0,9,5
7,0,0,2,0,39,55,0,3,0,11,6
6,0,0,3,0,14,31,0,3,0,11,4
7,0,0,2,0,6,23,0,3,0,11,5
7,0,0,1,0,27,55,0,3,0,11,5
7,0,0,2,0,38,67,0,3,0,11,5
7,0,0,1,0,18,47,0,3,0,10,5
7,0,0,2,0,13,74,0,3,0,9,6
6,0,0,1,0,11,25,0,3,0,10,7
10,0,0,15,0,55,95,1,3,0,9,6
10,0,0,1,0,27,90,0,3,0,8,5
6,0,0,4,0,15,39,0,3,0,11,5
7,0,0,1,0,3,8,0,3,0,10,5
7,0,0,2,0,31,92,0,3,0,11,6
6,0,0,1,0,8,22,0,3,0,11,5
7,0,0,5,0,19,98,0,3,0,9,6
6,0,0,1,0,22,39,0,3,0,9,5
7,0,0,2,0,15,29,0,3,0,11,8
7,0,0,2,0,15,28,0,3,0,11,7
7,0,0,2,0,8,17,0,3,0,11,7
6,0,0,2,0,37,53,0,3,0,11,7
11,0,0,2,0,7,23,0,3,0,10,6
6,0,0,1,0,9,17,0,3,0,10,6
7,0,0,1,0,27,85,0,3,0,9,5
8,0,0,1,0,8,20,0,3,0,10,5
7,0,0,1,0,7,15,0,3,0,11,7
6,0,0,2,0,34,64,0,3,0,10,6
6,0,0,2,0,6,13,0,3,0,10,4
6,0,0,2,0,14,39,0,3,0,10,6
6,0,0,1,0,34,53,0,3,0,9,5
7,0,0,2,0,31,54,0,3,0,10,7
6,1,0,2,0,19,32,0,3,0,11,4
7,0,0,2,0,31,54,0,3,0,10,7
7,0,0,2,0,20,49,0,3,0,9,3
10,0,0,1,0,8,24,0,2,0,9,5
6,0,0,3,0,8,16,0,3,0,12,5
7,0,0,2,0,23,44,0,3,0,11,6
6,0,0,1,0,14,45,0,3,0,11,5
9,0,0,13,0,48,82,1,3,0,8,5
5,0,0,2,0,16,89,0,3,0,13,7
9,0,0,13,0,48,82,1,3,0,8,5
5,0,0,2,0,16,89,0,3,0,13,7
7,0,0,5,0,3,14,0,3,0,10,3
8,0,0,3,0,10,22,0,3,0,10,5
5,0,0,1,0,6,13,0,3,0,10,4
8,0,0,3,0,10,22,0,3,0,10,5
8,0,0,1,0,6,12,0,3,0,10,5
7,0,0,2,0,8,25,0,3,0,9,5
6,0,0,2,0,9,23,0,3,0,10,5
6,0,0,1,0,9,17,0,3,0,10,5
5,0,0,1,0,5,13,0,3,0,11,5
7,0,0,1,0,8,18,0,3,0,12,6
6,0,0,1,0,6,18,0,3,0,11,5
7,0,0,1,0,23,147,0,3,0,9,5
6,0,0,1,0,15,28,0,3,0,10,7
7,0,0,1,0,15,28,0,3,0,10,6
6,0,0,2,0,7,16,0,3,0,11,6
6,0,0,2,0,7,16,0,3,0,11,6
7,0,0,4,0,21,64,0,3,0,9,5
6,0,0,2,0,6,14,0,3,0,11,6
7,0,0,2,0,5,12,0,3,0,11,6
6,0,0,1,0,6,12,0,3,0,9,3
6,0,0,2,0,6,14,0,3,0,10,6
7,0,0,2,0,5,12,0,3,0,11,6
7,0,0,2,0,17,25,0,3,0,10,6
7,0,0,1,0,7,20,0,3,0,11,5
6,0,0,2,0,26,48,0,3,0,9,6
7,0,0,2,0,19,27,0,3,0,9,5
6,0,0,4,0,16,65,0,3,0,9,6
6,0,0,4,0,16,65,0,3,0,9,6
6,0,0,2,0,29,44,0,3,0,10,6
7,0,0,2,0,7,20,0,3,0,10,5
6,0,0,2,0,14,27,0,3,0,10,5
6,0,0,2,0,23,58,0,3,0,10,5
6,0,0,2,0,29,61,0,3,0,10,5
6,0,0,2,0,18,34,0,3,0,9,5
6,0,0,2,0,18,38,0,3,0,9,6
7,0,0,2,0,21,59,0,3,0,10,6
7,0,0,2,0,42,52,0,3,0,10,6
6,0,0,2,0,9,18,0,3,0,11,6
6,0,0,2,0,13,28,0,3,0,10,5
7,0,0,2,0,18,22,0,3,0,9,6
8,0,0,1,0,32,84,0,3,0,9,5
6,0,0,2,0,13,29,0,3,0,11,7
7,0,0,2,0,15,35,0,3,0,9,6
6,0,0,2,0,15,26,0,3,0,12,5
6,0,0,4,0,11,32,0,3,0,11,6
8,0,0,2,0,12,19,0,3,0,11,7
6,0,0,1,0,16,28,0,3,0,10,6
7,0,0,2,0,17,26,0,3,0,10,5
11,0,0,2,0,19,50,0,3,0,10,5
7,0,0,1,0,17,24,0,3,0,11,8
7,0,0,2,0,18,27,0,3,0,9,5
6,0,0,3,0,32,54,0,3,0,11,6
7,0,0,2,0,18,28,0,3,0,9,5
7,0,0,1,0,15,24,0,3,0,10,7
6,0,0,2,0,12,20,0,3,0,9,5
6,0,0,2,0,15,23,0,3,0,11,6
6,0,0,6,0,66,115,0,3,0,9,5
7,0,0,2,0,31,131,0,3,0,9,5
7,0,0,2,0,31,131,0,3,0,9,5
7,0,0,2,0,31,131,0,3,0,9,5
7,0,0,2,0,12,20,0,3,0,10,5
7,0,0,2,0,12,20,0,3,0,10,5
6,0,0,1,0,26,42,0,3,0,10,6
6,0,0,2,0,24,52,0,3,0,11,6
7,0,0,2,0,12,20,0,3,0,10,5
7,0,0,1,0,25,42,0,3,0,9,5
6,0,0,1,0,15,34,0,3,0,11,6
6,0,0,2,0,19,35,0,3,0,12,6
6,0,0,2,0,15,25,0,3,0,11,6
7,0,0,2,0,35,104,0,3,0,9,5
6,0,0,2,0,15,50,0,3,0,12,6
7,0,0,2,0,12,20,0,3,0,11,6
8,0,0,1,0,16,29,0,3,0,10,6
6,0,0,5,0,13,27,0,3,0,11,6
6,0,0,1,0,13,20,0,3,0,11,6
7,0,0,2,0,9,26,0,3,0,11,6
6,0,0,2,0,13,27,0,3,0,11,5
6,0,0,2,0,32,98,0,3,0,9,5
6,0,0,2,0,24,34,0,3,0,11,7
7,0,0,2,0,34,60,0,3,0,11,6
5,0,0,1,0,18,28,0,3,0,10,6
6,0,0,1,0,26,35,0,3,0,11,6
5,0,0,1,0,16,26,0,3,0,11,6
6,0,0,2,0,29,40,0,3,0,11,6
6,0,0,1,0,28,38,0,3,0,9,6
6,0,0,2,0,32,44,0,3,0,10,5
5,0,0,2,0,39,51,0,3,0,11,6
5,0,0,2,0,32,44,0,3,0,10,5
